order #,fset #,eset #,gon-f-e,region,sub region,country,lct,segment,sub segment,modality,mct - explore,customer,psi description,psi group,fset main mor,fset value,order init date,aosd,cosd,sosd,rsdd,asdd,missing asdd,fpd,asds,myor shortage,billing terms,aicd,hfs credit status,hfs credit approved date,taskray cosd,modified cosd,ls,ld,lm,eset main mor,inco terms,pjm,eom order status,pmi/owner,customer class,procure date,cdo date,rsds,po/ir,credit status,credit override date,credit approved date,inst,fulfilment model,shippable item flag,eset creation date,customer class new,lead_time_from_ecd_to_cosd,lead_time_from_ecd_to_aosd,lead_time_from_ecd_to_asdd,lead_time_from_ecd_to_asds,lead_time_from_ecd_to_procure_date,modality encoded,country encoded,customer class new encoded,cosd duplicate,aosd duplicate,predicted cosd,confidence interval lower,confidence interval upper,cosd vs aosd (days),outlier,cosd prediction
5328092,1,1,5328092-1-1,EMEA,FBFA,Morocco,Francophone Africa,Imaging,CT,CT,Morocco,T2S- TECHNIQUES SCIENCE SANTE,Revo Maxima 72kW Mid  BHW ,Revolution Maxima 72kW BHW,388493,406000,2023-06-26,2023-12-29,2023-12-29,2023-12-29,2023-12-13,2023-12-14,Fully Shipped,2023-11-24,2023-11-13,Yes,00_00_00_100_00_00_00,2023-12-29,Not Approved,,,,32,16,42,216992,FCA,"CHERI, AFAF",Procured Not Cancelled,Hakim Missoum,VIP-PARTNER PRIVATE,2023-09-15,2023-11-13,2023-12-29,2023-12-06,Credit Approved,2023-09-12,2023-11-08,5328092-UNNION EUROPEENNE HOP SPECIA-Revolution Maxima-INST-0368245,CDO-EOM-IRISO,Yes,2023-06-26,Indirect,186,186.0,171.0,140.0,81,3,58,2,2023-12-29,2023-12-29,2023-12-26,2023-12-12,2024-01-09,3.0,No,1. Within 7 Days
5108389,3,4,5108389-3-4,Intercontinental,Andean,Ecuador,CALA,Imaging,CT,CT,Ecuador,"ORIMEC, ORIENTAL MEDICAL DEL ECUADOR C.A.",Revo Maxima 72kW Mid  WSO,Revolution Maxima 72kW WSO,332129,365000,2021-11-17,2023-03-31,2023-05-09,2023-05-09,2023-04-17,2023-03-31,Fully Shipped,2023-04-17,2023-03-15,No,00_00_00_100_00_00_00,2023-05-11,Not Approved,,,2023-03-31,0,22,42,332129,CIF,"Bernate, Maria Alejandra",Procured Not Cancelled,Yeison Castaño Cubillos,,2023-02-23,2023-03-13,2023-04-17,2023-03-15,Credit Approved,,2023-02-21,5108389-CLINICA SAN ANTONIO DE PADUA-Revolution Maxima-INST-0360152,CDO-FAILURE - E,Yes,2023-02-16,Direct Public,82,43.0,43.0,27.0,7,3,24,1,2023-05-09,2023-03-31,2023-05-04,2023-04-10,2023-05-28,-34.0,No,4. Greater than 21 Days
5238737,1,1,5238737-1-1,EMEA,MENEAT,Iraq,Middle East,Imaging,MR,MR,Iraq,LEVANT MEDICAL GROUP,1.5T SIGNA VOYAGER CLA FLO IPM,1.5T SIGNA VOYAGER FLO IPM,793534,828500,2022-10-20,2023-07-11,2023-05-30,2023-05-30,2023-05-20,2023-06-12,Fully Shipped,,2023-01-30,No,00_00_00_100_00_00_00,2023-07-11,Not Approved,,,2023-07-15,16,10,42,766741,FCA,"Al Hasaby, Zainab",Procured Not Cancelled,Akram Mohammed Ali,EAGM-VIP PARTNER PRIVATE,2022-11-23,2023-01-23,2023-07-11,2023-02-16,Credit Approved,2022-10-27,2023-06-12,5238737-Karbala Health Office-SIGNA Voyager 1.5T-INST-0330000,DISTRIB,Yes,2022-10-20,Indirect,222,264.0,235.0,102.0,34,9,40,2,2023-05-30,2023-07-11,2023-05-24,2023-03-21,2023-07-27,48.0,No,4. Greater than 21 Days
5391770,1,1,5391770-1-1,Intercontinental,Brazil,Brazil,Brazil,Imaging,CT,CT,Brazil,IRMANDADE DA SANTA CASA DE MISERICORDIA DE S J R PRETO,REVOLUTION ACT BJG SKD LMB BRZ,Revolution ACT BHW - SKD Brazil,102049,135593,2023-12-28,2024-06-27,2024-06-29,2024-06-29,2024-06-26,2024-06-26,Fully Shipped,,,No,00_00_00_100_00_00_00,2024-06-27,Not Approved,,,,35,1,30,102050,CIF,"Araujo, Camila Moura de",Procured Not Cancelled,Ronaldo Genaro,BRAZIL-PRIVATE,2023-12-29,,2024-06-30,,Credit Approved,,2023-12-29,5391770-Irmandade Da Santa Casa De M-Revolution ACT-INST-0389778,STD,Yes,2023-12-21,Direct Private,191,189.0,188.0,,8,3,13,0,2024-06-29,2024-06-27,2024-06-26,2024-06-12,2024-07-10,1.0,No,1. Within 7 Days
5349855,1,1,5349855-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Punjab,TATA MEMORIAL CENTRE,Revo Maxima 72kW Mid  Hino,Revolution Maxima 72kW Hino,309206,494867,2023-08-31,2023-12-22,2023-10-30,2023-10-28,2023-10-29,2023-09-30,Fully Shipped,2023-09-22,2023-09-22,Yes,00_00_00_100_00_00_00,2023-12-22,Not Approved,,,2023-12-31,9,1,42,289727,FOB,"Mohammed, Shahul",Procured Not Cancelled,Aditya Sood,EXTERNAL-PVT_INDIA,2023-09-04,2023-09-04,2024-05-22,2023-09-30,Credit Approved,2023-09-01,2023-09-30,5349855-Tata Memorial Hospital-Revolution Maxima-INST-0378444,CDO-EOM-AFF,Yes,2023-08-31,Direct Public,60,113.0,30.0,22.0,4,3,37,1,2023-10-30,2023-12-22,2023-10-28,2023-10-16,2023-11-09,55.0,No,4. Greater than 21 Days
5342303,1,1,5342303-1-1,EMEA,Southern Europe,Italy,IMI,Imaging,CT,CT,Italy North West,OSPEDALE GALLIERA,Revo Ascend 72kW Long BHW,Revolution Ascend 72kW BHW,404754,401000,2023-08-09,2024-02-27,2024-01-30,2024-02-01,2024-01-24,2024-02-27,Fully Shipped,2024-01-22,2023-12-25,No,00_00_00_00_00_00_100,2024-02-27,Not Approved,,,,32,6,30,297035,DAP,"Mercanti, Stefania",Procured Not Cancelled,Monica Sandri,GBL-PUBLIC,2023-10-23,2023-10-23,2024-03-15,2024-01-15,Credit Approved,2023-08-14,2024-01-25,5342303-E.O. Ospedali Galliera-Revolution Ascend-INST-0355173,DISTRIB,Yes,2023-08-07,Direct Public,176,204.0,204.0,140.0,77,3,42,1,2024-01-30,2024-02-27,2024-02-05,2024-01-09,2024-03-02,22.0,No,4. Greater than 21 Days
5359757,1,1,5359757-1-1,EMEA,Eastern Europe,Ukraine,Ukraine,Imaging,CT,CT,Ukraine,PROTECH-SOLUTIONS SWITZERLAND AG,Maxima Select55kW 1700V BHW,Revolution Maxima Select BHW,299139,320000,2023-09-27,2023-12-28,2023-12-11,2023-12-11,2023-11-27,2023-12-12,Fully Shipped,2023-11-23,2023-11-10,No,00_05_95_00_00_00_00,2023-12-28,Not Approved,,,,32,14,42,299139,FCA,"Oliinyk, Oleksandra",Procured Not Cancelled,Togzhan Zhunisbek,CIS VIP PARTNER PRIVATE,2023-09-27,2023-09-27,2023-11-30,2023-12-07,Credit Approved,2023-09-27,2023-09-29,5359757-Chernihiv City Hospital No. -Revolution Maxima Select-INST-0378705,STD,Yes,2023-09-26,Indirect,76,93.0,77.0,45.0,1,3,94,2,2023-12-11,2023-12-28,2023-12-11,2023-11-26,2023-12-25,17.0,No,3. Within 21 Days
5195888,1,3,5195888-1-3,EMEA,Southern Europe,Spain,Iberia,Imaging,MR,AW,Spain Norte,"IB SALUT HOSP SON LLATZER, DIVISION 606",AW VIRTUALIZED ENVIRONMENT,1.5T SIGNA ARTIST FLO IPM,987807,1087005,2022-06-28,2023-02-14,2023-02-15,2023-02-15,2023-02-10,2023-02-09,Fully Shipped,2023-02-06,2023-02-02,No,00_00_00_00_00_00_100,2023-03-02,Not Approved,,,2023-03-28,4,5,14,16866,DDP,"Redondo, Diana",Procured Not Cancelled,Manuel Fernandez Balaguer,GBL-PUBLIC,2022-07-28,2023-01-25,2024-08-26,2023-02-06,Credit Approved,,2022-06-28,5195888-Hospital Son Llatzer-SIGNA Artist 1.5T-INST-0275416,CDO-EOM-IRISO,Yes,2022-06-28,Direct Public,232,231.0,226.0,219.0,30,1,82,1,2023-02-15,2023-02-14,2023-02-06,2023-01-06,2023-03-10,8.0,No,2. Within 14 Days
5263279,1,2,5263279-1-2,EMEA,Northern Europe,Norway,Nordics and Netherlands,Imaging,CT,CT,Norway,SYKEHUSET TELEMARK HF,Apex160 2.5XT NG2000V H WSO,Revolution Apex Elite 160 CTM,1053853,1519959,2022-12-27,2023-08-10,2023-06-05,2023-09-05,2023-05-30,2023-08-10,Fully Shipped,2023-07-20,2023-07-20,Yes,00_00_00_00_00_80_20,2023-08-28,Not Approved,,,,16,6,42,1016027,DDP,"Ulfving, Anna",Procured Not Cancelled,Lars Langvandsbraten,GBL-PUBLIC,2023-02-27,2023-07-17,2024-09-20,2023-07-25,Credit Approved,,2022-12-27,5263279-ST HF- Skien-IPM-INST-0370366,CDO-FAILURE - E,Yes,2022-12-22,Direct Public,165,231.0,231.0,210.0,67,3,63,1,2023-06-05,2023-08-10,2023-06-23,2023-04-30,2023-08-15,48.0,No,4. Greater than 21 Days
5385048,1,1,5385048-1-1,EMEA,MENEAT,Saudi Arabia,Saudi,Imaging,CT,CT,Saudi Central and Eastern,AL-TAKHASSUSI ALAYANIS AL-TIBBIYYAH LTD. COMPANY,Maxima 1.5 72kW Mid BHW,Revolution Maxima 72kW BHW,442805,1230883,2023-12-07,2024-07-31,2024-02-29,2024-03-23,2024-02-24,2024-07-23,Fully Shipped,,2024-01-31,No,00_10_00_00_90_00_00,2024-07-31,Not Approved,,2024-01-31,,21,5,42,442805,DDP,"Khan, Sarah Haider",Procured Not Cancelled,Imad Saleh,GBL-PRIVATE,2023-12-18,2023-12-19,2024-02-06,2024-02-22,Credit Approved,2023-12-19,2024-07-16,5385048-AAML - Mobile CT-Mobile CT-INST-0390527,DCDO,Yes,2023-12-07,Direct Private,84,237.0,229.0,55.0,11,3,77,0,2024-02-29,2024-07-31,2024-03-05,2024-01-09,2024-05-01,148.0,Yes,4. Greater than 21 Days
5230040,1,2,5230040-1-2,EMEA,FBFA,Morocco,Francophone Africa,Imaging,MR,AW,Morocco,T2S- TECHNIQUES SCIENCE SANTE,AW Low Tier Server,1.5T SIGNA EXPLORER W TJS,556063,583000,2022-09-27,2023-10-26,2023-09-29,2023-09-29,2023-09-13,2023-09-18,Fully Shipped,2023-07-21,2023-07-13,No,00_00_00_100_00_00_00,2023-10-26,Not Approved,,,2023-10-27,4,16,14,26581,FCA,"CHERI, AFAF",Procured Not Cancelled,Hakim Missoum,VIP-PARTNER PRIVATE,2023-06-13,2023-07-05,2023-09-18,2023-07-18,Credit Approved,,2022-12-15,5230040-T2s - techniques science san-SIGNA Explorer 1.5T-INST-0333873,CDO-EOM-IRISO,Yes,2022-09-27,Indirect,367,394.0,356.0,289.0,259,1,58,2,2023-09-29,2023-10-26,2023-09-28,2023-09-10,2023-10-16,28.0,No,4. Greater than 21 Days
5254913,1,1,5254913-1-1,EMEA,FBFA,France,France,Imaging,CT,CT,France North and IDF,HOPITAL BEAUJON,Apex80 2.5Pro NG2000V S WSO,Revolution Apex 80 CTM,910831,980781,2022-12-13,2024-04-24,2024-04-24,2024-04-22,2024-04-18,2024-04-23,Fully Shipped,2024-04-15,2024-03-27,No,00_00_00_00_00_00_100,2024-04-24,Not Approved,,,,20,6,42,898400,FCA,"RICHARD, Maiwenn",Procured Not Cancelled,Maxime Huet,GBL-PUBLIC,2022-12-16,2024-03-26,2024-06-27,2024-04-05,Credit Approved,,2022-12-16,5254913-Hopital Beaujon-Revolution Apex-INST-0329633,STD,Yes,2022-12-05,Direct Public,506,506.0,505.0,478.0,11,3,28,1,2024-04-24,2024-04-24,2024-04-23,2024-04-13,2024-05-03,1.0,No,1. Within 7 Days
5256470,1,1,5256470-1-1,EMEA,FBFA,Algeria,Francophone Africa,Imaging,CT,CT,Algeria,BOUDJELIDA FOUAZ,TangX Opt 520 GLB MDD BHW,OPTIMA CT520 TANG-X BHW,239218,239981,2022-12-08,2023-03-31,2023-03-31,2023-03-31,2023-03-26,2023-03-31,Fully Shipped,,2023-01-21,No,00_00_00_00_00_00_100,2023-03-31,Not Approved,,,,12,5,42,239218,CPT,"MELLOUK, Billel",Procured Not Cancelled,Adlene Menfouche,GBL-PRIVATE,2022-12-27,2023-02-23,2023-03-29,2023-01-25,Credit Approved,2023-02-09,2023-03-16,5256470-CABINET IMAGERIE DR BOUDJELI-Optima CT 520 Tang X-INST-0342515,CDO-EOM-IRISO,Yes,2022-12-08,Direct Private,113,113.0,113.0,44.0,19,3,0,0,2023-03-31,2023-03-31,2023-03-29,2023-03-13,2023-04-14,2.0,No,1. Within 7 Days
5212475,1,1,5212475-1-1,EMEA,FBFA,Algeria,Francophone Africa,Imaging,CT,CT,Algeria,DR DJEBNOUN MOHAMED KEBIR,Revo Maxima 55kW Mid BHW,Revolution Maxima BHW,462581,468128,2022-08-07,2023-03-31,2023-03-31,2023-03-31,2023-03-29,2023-03-30,Fully Shipped,,2022-12-16,No,00_00_00_00_00_00_100,2023-06-01,Not Approved,,,,12,2,42,440189,CPT,"MELLOUK, Billel",Procured Not Cancelled,Mohamed Nazim Kafi,GBL-PRIVATE,2022-08-15,2022-11-06,2033-11-08,2022-12-29,Credit Approved,2022-09-18,2022-12-07,5212475-Cim des zibans dr djebnoune-Revolution Maxima-INST-0321384,CDO-EOM-IRISO,Yes,2022-08-07,Direct Private,236,236.0,235.0,131.0,8,3,0,0,2023-03-31,2023-03-31,2023-03-26,2023-02-25,2023-04-25,5.0,No,1. Within 7 Days
5326134,1,1,5326134-1-1,EMEA,Eastern Europe,Ukraine,Ukraine,Imaging,CT,CT,Ukraine,MINISTRY OF HEALTH OF UKRAINE,TangX Opt 520 GLB MDD BHW,OPTIMA CT520 TANG-X BHW,188857,230000,2023-06-22,2023-12-28,2023-11-30,2023-12-06,2023-11-16,2023-12-04,Fully Shipped,2023-10-27,2023-10-25,Yes,00_30_00_70D_00_00_00,2023-12-28,Not Approved,,,,32,14,42,188858,CIP,"Oliinyk, Oleksandra",Procured Not Cancelled,Togzhan Zhunisbek,CIS PUBLIC,2023-06-26,2023-09-13,2023-11-22,2023-11-15,Credit Approved,2023-06-23,2023-08-28,"5326134-KP ""Children's City Clinical-Optima CT 520 Tang X-INST-0356792",CDO-EOM-IRISO,Yes,2023-06-21,Direct Public,162,190.0,166.0,126.0,5,3,94,1,2023-11-30,2023-12-28,2023-11-30,2023-11-10,2023-12-20,28.0,No,4. Greater than 21 Days
5330103,1,2,5330103-1-2,EMEA,Northern Europe,Denmark,Nordics and Netherlands,Imaging,CT,CT,Denmark,REGION SYDDANMARK,Revo Ascend 72kW Hvy BHW,Revolution Ascend 72kW BHW,324846,394574,2023-06-29,2023-08-18,2023-08-07,2023-08-01,2023-08-01,2023-08-15,Fully Shipped,,2023-07-13,No,00_00_00_00_40_40_20,2023-09-08,Not Approved,,,,32,6,30,324846,DDP,"Ulfving, Anna",Procured Not Cancelled,Anders Rasmussen_DEL,GBL-PUBLIC,2023-07-10,2023-07-10,2023-08-21,2023-07-17,Credit Approved,,2023-06-30,5330103-Odense Universitetshospital-Revolution Ascend-INST-0370634,DISTRIB,Yes,2023-06-28,Direct Public,40,51.0,48.0,15.0,12,3,22,1,2023-08-07,2023-08-18,2023-08-09,2023-07-24,2023-08-25,9.0,No,2. Within 14 Days
5362645,1,1,5362645-1-1,EMEA,DACH,Switzerland,AT CH,Imaging,MR,MR,Switzerland,AFFIDEA MRI,3T SIGNA HERO ARES FLO DETACH,3T SIGNA HERO ARES FLO,1293384,1254271,2023-09-29,,2024-10-09,2024-10-21,2024-09-25,,Missing ASDD,2024-09-27,2024-07-25,Yes,00_00_00_00_00_00_100,,Not Approved,,,,18,4,42,1235289,CIP,"Germersdorf, Juliette",Procured Not Cancelled,Gwenael Moutoussamy,GBL-PRIVATE,2024-07-08,2024-07-08,2024-09-27,2024-08-09,Credit Approved,2024-05-28,2024-08-12,5362645-Affidea MRI Brig-Signa HERO 3.0T-INST-0375828,DISTRIB,Yes,2023-09-29,Direct Private,376,,,300.0,283,9,86,0,2024-10-09,,2024-09-10,2024-05-05,2025-01-16,,N/A,4. Greater than 21 Days
5384854,1,1,5384854-1-1,Intercontinental,Brazil,Brazil,Brazil,Imaging,MR,MR,Brazil NorthEast,BRASIL DIAGNOSTICOS LTDA,1.5T BRZ SIGNA VICTOR,1.5T BRZ SIGNA VICTOR,637940,839091,2023-12-06,2023-12-11,2023-12-10,2023-12-15,2023-12-06,2023-12-06,Fully Shipped,,,No,00_00_00_100_00_00_00,2024-01-31,Not Approved,,,2023-12-11,1,6,42,637941,CIF,"Santos, Evandro Oliveira dos",Procured Not Cancelled,Frederico Pimenta,BRAZIL-PRIVATE,2023-12-06,,2023-12-06,,Credit Approved,,,5384854-Brasil Diagnosticos Ltda-Signa Victor-INST-0343790,STD,Yes,2023-12-06,Direct Private,4,5.0,0.0,,0,9,13,0,2023-12-10,2023-12-11,2023-12-11,2023-12-10,2023-12-11,0.0,No,1. Within 7 Days
5265978,1,2,5265978-1-2,EMEA,FBFA,France,France,Imaging,CT,CT Digital,France West,CENTRE HOSPITALIER BLOIS,CT Smart Subscription T03,HD/FRONTIER console UPG CTM,0,0,2023-01-10,2023-02-15,2023-02-04,2023-02-04,2023-01-31,2023-02-14,Fully Shipped,,2023-01-13,No,00_00_00_00_00_00_100,2023-02-15,Not Approved,,,,20,4,1,0,CIF,"PANTAILLON, Sophie",Procured Not Cancelled,,GBL-PUBLIC,2023-01-10,2023-01-12,2023-03-08,2023-01-26,Credit Approved,,2023-01-10,,CDO-EOM-IRISO,Yes,2023-01-10,Direct Public,25,36.0,35.0,3.0,0,4,28,1,2023-02-04,2023-02-15,2023-02-08,2023-01-26,2023-02-21,7.0,No,1. Within 7 Days
5219597,1,3,5219597-1-3,EMEA,Southern Europe,Spain,Iberia,Imaging,CT,AW,Spain Norte,COMPLEJO HOSP UNIVERSITARIO A CORUNA,AW High Tier Server,CT Other,410324,539767,2022-09-14,2023-06-26,2023-06-20,2023-06-20,2023-06-05,2023-06-09,Fully Shipped,,2023-05-11,No,00_00_00_00_00_00_100,2023-08-31,Not Approved,,,,4,5,14,15142,DDP,"Salazar, Ana Maria",Procured Not Cancelled,Alejandro Serrano,GBL-PUBLIC,2023-03-30,2023-03-31,2024-09-06,2023-05-15,Credit Approved,,2022-09-14,5219597-Hospital Coruña-Revolution Ascend-INST-0331546,CDO-EOM-IRISO,Yes,2022-09-14,Direct Public,279,285.0,268.0,239.0,197,1,82,1,2023-06-20,2023-06-26,2023-06-15,2023-05-23,2023-07-07,11.0,No,2. Within 14 Days
5234334,1,1,5234334-1-1,Intercontinental,South,Uruguay,CALA,Imaging,CT,CT,Uruguay,MARE LTDA,Revo Maxima 72kW Mid  WSO,Revolution Maxima 72kW WSO,290570,310000,2022-10-06,2023-08-31,2023-06-05,2023-07-02,2023-05-12,2023-06-07,Fully Shipped,2023-06-08,2023-05-11,No,00_00_00_100_00_00_00,2023-09-08,Not Approved,,,2023-08-31,0,22,42,290571,CIP,"Bermudez, Gustavo Alfredo",Procured Not Cancelled,Fabian Freire,CALA - NET TO DISTRIBUTOR,2023-03-24,2023-05-22,2023-05-22,2023-05-11,Credit Approved,,2022-12-21,5234334-Mare-GABANEL-Revolution Maxima-INST-0335655,STD,Yes,2022-10-05,Indirect,243,330.0,245.0,218.0,170,3,97,2,2023-06-05,2023-08-31,2023-06-13,2023-03-26,2023-08-30,79.0,Yes,4. Greater than 21 Days
5044036,1,3,5044036-1-3,EMEA,Northern Europe,United Kingdom,UKI,Imaging,MR,MR Digital,UK West,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Imaging Protocol Manager_MR,G3 TO SIGNA PREMIER DETACH UPG,1439699,1736771,2021-06-10,2024-05-13,2024-04-28,2024-04-28,2024-04-26,2024-05-10,Fully Shipped,,,No,00_00_00_00_00_00_100,2024-08-19,Not Approved,,,,0,1,7,51933,CIF,"Hatton, Tracey Ann",Procured Not Cancelled,Parm Dhesi,GBL-PUBLIC,2021-10-21,2024-04-23,2024-09-26,2024-04-24,Credit Approved,,,5044036-Addenbrookes Hospital-Signa Premier 3.0T Upgr-INST-0260341,STD,Yes,2021-05-26,Direct Public,1068,1083.0,1080.0,,148,10,96,1,2024-04-28,2024-05-13,2024-06-29,2019-11-06,2029-02-20,-47.0,No,4. Greater than 21 Days
5425130,1,1,5425130-1-1,Intercontinental,ASEAN,Indonesia,Indonesia,Imaging,CT,CT,Indonesia,PT IDS MEDICAL SYSTEMS INDONESIA,Maxima Select55kW Lite BHW,Revolution Maxima Select BHW,306177,489027,2024-03-27,2024-06-26,2024-06-30,2024-06-30,2024-06-28,2024-06-18,Fully Shipped,2024-06-03,2024-05-17,No,00_00_00_100D_00_00_00,2024-09-20,Not Approved,,,,30,1,42,306177,DDP - PREPAY AND ADD,"Wirasari, Ratih",Procured Not Cancelled,Jumarsono Sunarno,GBL-DISTRIBUTOR_DEALER,2024-04-09,2024-04-09,2024-06-18,2024-05-28,Credit Approved,,2024-04-09,5425130-RSUD Kota Sibolga-Revolution Maxima Select-INST-0402428,CDO-EOM-IRISO,Yes,2024-03-27,Indirect,95,91.0,83.0,51.0,13,3,38,2,2024-06-30,2024-06-26,2024-06-27,2024-06-12,2024-07-12,-1.0,No,1. Within 7 Days
5291845,1,1,5291845-1-1,Intercontinental,ASEAN,Philippines,Philippines,Imaging,CT,CT,Philippines,"Cosmo Medical , Inc.",Revo Maxima 72kW Mid  BHW ,Revolution Maxima 72kW BHW,400831,488514,2023-03-15,2023-06-26,2023-06-23,2023-06-23,2023-06-22,2023-06-21,Fully Shipped,,2023-05-12,No,10_00_00_90D_00_00_00,2023-08-19,Not Approved,,,,20,1,42,400831,DDP,"Samson, Vida Joyce Sumayod",Procured Not Cancelled,Vicente Mandal Jr,GBL-DISTRIBUTOR_DEALER,2023-04-11,2023-05-08,2024-09-03,2023-06-06,Credit Approved,,,5291845-Southern Philippines Medical-Revolution Maxima-INST-0356618,CDO-EOM-IRISO,Yes,2023-03-15,Indirect,100,103.0,98.0,58.0,27,3,69,2,2023-06-23,2023-06-26,2023-06-22,2023-06-22,2023-06-23,4.0,No,1. Within 7 Days
5287990,1,1,5287990-1-1,Intercontinental,ASEAN,Indonesia,Indonesia,Imaging,CT,CT,Indonesia,PT MULYA HUSADA JAYA,Revolution EVO3.7 Mid CTJ,Revolution EVO CTJ,314034,375570,2023-03-07,2023-06-27,2023-06-19,2023-06-19,2023-06-16,2023-06-26,Fully Shipped,,2023-05-29,No,10_00_00_90D_00_00_00,2023-09-27,Not Approved,,,2023-06-27,35,3,42,314034,DDP,"Wirasari, Ratih",Procured Not Cancelled,Erwin Putra,GBL-DISTRIBUTOR_DEALER,2023-03-09,2023-05-15,2023-05-26,2023-06-26,Credit Approved,,2023-05-15,5287990-RSUD Krian Sidoarjo-Revolution EVO-INST-0354485,CDO-EOM-IRISO,Yes,2023-03-03,Indirect,108,116.0,115.0,87.0,6,3,38,2,2023-06-19,2023-06-27,2023-06-20,2023-06-12,2023-06-28,7.0,No,1. Within 7 Days
5322875,1,1,5322875-1-1,EMEA,FBFA,France,France,Imaging,MR,MR,France North and IDF,SARL AXIS,3T SIGNA HERO ARES FLO FIXED,3T SIGNA HERO ARES FLO,1223807,1212500,2023-06-15,2023-12-29,2023-11-12,2023-12-19,2023-11-08,2023-12-29,Fully Shipped,2023-12-01,2023-12-01,Yes,00_00_00_00_00_00_100,2023-12-29,Not Approved,,,,20,4,42,1114883,CIF,"RICHARD, Maiwenn",Procured Not Cancelled,Guillaume Creste,GBL-PRIVATE,2023-06-15,2023-10-31,2024-09-12,2023-12-20,Credit Approved,2023-06-15,2023-10-31,5322875-IRM Jardin des Plantes-Signa HERO 3.0T-INST-0297618,CDO-EOM-IRISO,Yes,2023-06-14,Direct Private,151,198.0,198.0,170.0,1,9,28,0,2023-11-12,2023-12-29,2023-11-24,2023-10-18,2023-12-30,35.0,No,4. Greater than 21 Days
5448374,1,1,5448374-1-1,EMEA,Eastern Europe,Ukraine,Ukraine,Imaging,CT,CT,Ukraine,MINISTRY OF HEALTH OF UKRAINE,Maxima 1.5 55kW Long BHW,Revolution Maxima BHW,278636,330000,2024-06-07,2024-09-26,2024-09-23,2024-09-22,2024-09-07,2024-09-12,Fully Shipped,2024-09-02,2024-08-07,No,00_30_00_70D_00_00_00,2024-09-26,Not Approved,,,,32,14,42,251662,CIP,"Oliinyk, Oleksandra",Procured Not Cancelled,Togzhan Zhunisbek,CIS PUBLIC,2024-06-07,2024-07-08,2024-09-26,2024-08-29,Credit Approved,,2024-06-07,5448374-Central City Hospital of Kro-Revolution Maxima-INST-0407488,CDO-EOM-IRISO,Yes,2024-06-07,Direct Public,108,111.0,97.0,61.0,0,3,94,1,2024-09-23,2024-09-26,2024-09-22,2024-09-12,2024-10-02,4.0,No,1. Within 7 Days
5359637,1,1,5359637-1-1,EMEA,RCIS,Russia,Russia,Imaging,CT,CT,West Russia,LLC TD PULSE,TangX Opt 520 GLB MDD BHW,OPTIMA CT520 TANG-X BHW,295973,324832,2023-09-26,2024-03-13,2024-02-12,2024-02-25,2024-02-06,2024-03-11,Fully Shipped,,2024-01-09,No,00_100_00_00_00_00_00,2024-04-14,Not Approved,,,2024-03-15,10,6,42,295973,DDP,"Avetisyan, Milena",Procured Not Cancelled,Elena Bittenbinder,VIP-PARTNER PRIVATE,2023-11-06,2024-01-17,2024-04-17,2024-01-31,Credit Approved,,2023-09-28,5359637-ГБУЗ РА Адыгейская межрайонн-Optima CT 520 Tang,DCDO,Yes,2023-09-26,Indirect,139,169.0,167.0,105.0,41,3,75,2,2024-02-12,2024-03-13,2024-02-14,2024-01-14,2024-03-17,28.0,No,4. Greater than 21 Days
5366687,1,1,5366687-1-1,Intercontinental,Korea,Korea,Korea,Imaging,MR,MR,Area 1,A Joo University Medical Center (Academy Found),3.0T PREMIER 3TLC DETACH FLO,3.0T SIGNA PREMIER 3TLC DETACH FLO,1431375,2011169,2023-10-13,2024-03-01,2024-02-18,2024-02-18,2024-02-16,2024-02-28,Fully Shipped,2024-01-26,2024-01-26,Yes,00_00_00_00_00_00_100,2024-02-28,Not Approved,,,,10,2,42,1420145,CUSTOMER SITE,"Jo, Kyung-Mi",Procured Not Cancelled,Kyung Keun Lee,EXTERNAL-PVT_KOREA,2023-10-26,2023-12-12,2024-06-18,2024-02-15,Credit Approved,,2023-10-16,5366687-아주대병원-SIGNA Premier 3.0T-INST-0368859,STD,Yes,2023-10-13,Direct Public,128,140.0,138.0,105.0,13,9,48,1,2024-02-18,2024-03-01,2024-02-18,2024-02-12,2024-02-24,12.0,No,2. Within 14 Days
5310894,1,1,5310894-1-1,EMEA,Eastern Europe,Poland,North Eastern Europe,Imaging,CT,CT,Poland,ZESPOL ZAKŁADOW OPIEKI ZDROWOTNEJ W CIESZYNIE,Rev Maxima 55kW LONG  BHW,Revolution Maxima BHW,459675,611054,2023-05-09,2023-06-14,2023-06-14,2023-06-14,2023-06-14,2023-06-12,Fully Shipped,2023-05-16,2023-05-16,No,00_00_00_00_00_100_00,2023-07-25,Not Approved,,,,32,6,42,300863,DDP,"Seliga, Grzegorz",Procured Not Cancelled,Roman Hałas,GBL-PUBLIC,2023-05-10,2023-05-11,2024-02-23,2023-05-19,Credit Approved,,2023-05-10,5310894-ZZOZ w Cieszynie-DoseWatch-INST-0362171,CDO-EOM-IRISO,Yes,2023-05-09,Direct Public,36,36.0,34.0,7.0,1,3,70,1,2023-06-14,2023-06-14,2023-06-13,2023-06-08,2023-06-17,1.0,No,1. Within 7 Days
